Age,Income,Credit Score,Loan History,Customer ID,Name,Product Type,Amount,Transaction Date,Transaction Frequency
22,80269.18,424,Personal Loan,2b0c1510-0e1c-49bc-8f3a-73238873fa1e,Stacey Williams,Savings Account,1282.99,2024-05-16,Monthly
22,80269.18,424,Personal Loan,2b0c1510-0e1c-49bc-8f3a-73238873fa1e,Stacey Williams,Home Loan,4046.08,2024-02-10,Once
22,80269.18,424,Personal Loan,2b0c1510-0e1c-49bc-8f3a-73238873fa1e,Stacey Williams,Insurance,1420.76,2024-11-23,Once
22,80269.18,424,Personal Loan,2b0c1510-0e1c-49bc-8f3a-73238873fa1e,Stacey Williams,Personal Loan,1734.04,2024-01-23,Yearly
22,80269.18,424,Personal Loan,2b0c1510-0e1c-49bc-8f3a-73238873fa1e,Stacey Williams,Credit Card,3248.43,2024-04-15,Monthly
46,60911.3,704,Student Loan,17517967-da03-4cbc-afab-28a18dab8f35,Andrew Gilbert,Insurance,2568.39,2024-08-23,Yearly
26,69554.37,466,Home Loan,1ed3d70d-80c2-4af5-8d44-499f758df492,Jessica Torres,Home Loan,644.45,2024-11-15,Yearly
26,69554.37,466,Home Loan,1ed3d70d-80c2-4af5-8d44-499f758df492,Jessica Torres,Savings Account,3754.49,2024-08-06,Yearly
26,69554.37,466,Home Loan,1ed3d70d-80c2-4af5-8d44-499f758df492,Jessica Torres,Personal Loan,4803.2,2024-10-29,Once
26,69554.37,466,Home Loan,1ed3d70d-80c2-4af5-8d44-499f758df492,Jessica Torres,Insurance,1324.7,2024-05-27,Once
70,132189.99,419,Home Loan,3cef649b-f96f-423c-b2db-494a973a28b8,Michael Gutierrez,Insurance,541.04,2024-11-08,Once
70,132189.99,419,Home Loan,3cef649b-f96f-423c-b2db-494a973a28b8,Michael Gutierrez,Personal Loan,1157.71,2024-11-15,Weekly
68,58708.99,560,No Loan,da135bbb-aa32-412c-a4b0-4e773651ec5b,Tara Tucker,Personal Loan,3014.8,2024-11-25,Weekly
68,58708.99,560,No Loan,da135bbb-aa32-412c-a4b0-4e773651ec5b,Tara Tucker,Savings Account,1553.56,2024-03-07,Monthly
68,58708.99,560,No Loan,da135bbb-aa32-412c-a4b0-4e773651ec5b,Tara Tucker,Home Loan,854.81,2024-04-11,Monthly
52,125697.7,449,Home Loan,2e713190-2399-475f-9c5f-cfd38b7c17de,Brian Giles,Insurance,4231.29,2024-02-09,Once
51,22211.94,613,Student Loan,4c8290a9-02f4-4650-b0da-5eca03737745,Erin Scott,Savings Account,3691.49,2024-06-29,Weekly
51,22211.94,613,Student Loan,4c8290a9-02f4-4650-b0da-5eca03737745,Erin Scott,Personal Loan,2477.1,2024-01-14,Monthly
51,22211.94,613,Student Loan,4c8290a9-02f4-4650-b0da-5eca03737745,Erin Scott,Personal Loan,455.92,2024-03-17,Monthly
59,55174.11,631,Student Loan,f9fd2f90-5446-48c3-906f-592e64baaab7,Gabrielle Gilmore,Credit Card,3341.31,2024-02-20,Once
59,55174.11,631,Student Loan,f9fd2f90-5446-48c3-906f-592e64baaab7,Gabrielle Gilmore,Home Loan,4899.8,2024-07-30,Yearly
59,55174.11,631,Student Loan,f9fd2f90-5446-48c3-906f-592e64baaab7,Gabrielle Gilmore,Personal Loan,4676.76,2024-03-01,Once
59,55174.11,631,Student Loan,f9fd2f90-5446-48c3-906f-592e64baaab7,Gabrielle Gilmore,Home Loan,4440.87,2024-10-22,Yearly
42,96925.98,598,Car Loan,1afa752e-6ce3-4433-aead-cbc43ec4dc62,Barbara Johnson,Savings Account,2996.84,2024-12-03,Once
42,96925.98,598,Car Loan,1afa752e-6ce3-4433-aead-cbc43ec4dc62,Barbara Johnson,Personal Loan,2182.35,2024-07-22,Once
40,23480.17,726,Home Loan,dd855121-9d6b-4d92-98b1-4d399550875c,Holly Rose,Personal Loan,4322.37,2024-03-27,Yearly
40,23480.17,726,Home Loan,dd855121-9d6b-4d92-98b1-4d399550875c,Holly Rose,Home Loan,3433.14,2024-03-16,Weekly
40,23480.17,726,Home Loan,dd855121-9d6b-4d92-98b1-4d399550875c,Holly Rose,Insurance,4035.28,2024-08-19,Yearly
40,23480.17,726,Home Loan,dd855121-9d6b-4d92-98b1-4d399550875c,Holly Rose,Credit Card,4443.6,2024-11-30,Weekly
40,23480.17,726,Home Loan,dd855121-9d6b-4d92-98b1-4d399550875c,Holly Rose,Home Loan,3334.79,2024-07-29,Once
47,116753.07,352,Home Loan,af8c4bf5-1e42-4412-9075-2d3b592dc274,Gerald Peterson,Savings Account,4126.41,2024-09-17,Weekly
47,116753.07,352,Home Loan,af8c4bf5-1e42-4412-9075-2d3b592dc274,Gerald Peterson,Personal Loan,1903.63,2024-04-18,Monthly
47,116753.07,352,Home Loan,af8c4bf5-1e42-4412-9075-2d3b592dc274,Gerald Peterson,Home Loan,4982.65,2024-06-26,Yearly
47,116753.07,352,Home Loan,af8c4bf5-1e42-4412-9075-2d3b592dc274,Gerald Peterson,Personal Loan,1008.88,2024-09-23,Weekly
20,97673.1,848,No Loan,93c3e050-aa2d-4e1e-98e1-58222ad2fab6,Mrs. Gabrielle Parrish,Savings Account,109.01,2024-05-01,Monthly
20,97673.1,848,No Loan,93c3e050-aa2d-4e1e-98e1-58222ad2fab6,Mrs. Gabrielle Parrish,Personal Loan,3585.88,2024-04-03,Monthly
20,97673.1,848,No Loan,93c3e050-aa2d-4e1e-98e1-58222ad2fab6,Mrs. Gabrielle Parrish,Insurance,3942.37,2024-07-20,Weekly
20,97673.1,848,No Loan,93c3e050-aa2d-4e1e-98e1-58222ad2fab6,Mrs. Gabrielle Parrish,Credit Card,2278.82,2024-01-10,Monthly
20,97673.1,848,No Loan,93c3e050-aa2d-4e1e-98e1-58222ad2fab6,Mrs. Gabrielle Parrish,Personal Loan,4661.46,2024-11-26,Yearly
63,140212.07,788,Car Loan,90dc071a-d1b6-4fdf-b133-8cbb257e04c3,James Fuller,Insurance,3932.31,2024-03-12,Once
63,140212.07,788,Car Loan,90dc071a-d1b6-4fdf-b133-8cbb257e04c3,James Fuller,Personal Loan,1745.6,2024-06-20,Monthly
63,140212.07,788,Car Loan,90dc071a-d1b6-4fdf-b133-8cbb257e04c3,James Fuller,Personal Loan,3075.58,2024-09-19,Once
63,140212.07,788,Car Loan,90dc071a-d1b6-4fdf-b133-8cbb257e04c3,James Fuller,Personal Loan,1937.39,2024-11-28,Monthly
53,95070.3,470,Car Loan,a42d176a-6177-4f9e-85df-12a38c7f2bf9,Miguel Taylor MD,Insurance,1446.75,2024-07-12,Once
53,95070.3,470,Car Loan,a42d176a-6177-4f9e-85df-12a38c7f2bf9,Miguel Taylor MD,Home Loan,3443.21,2024-01-26,Yearly
52,129249.49,338,Home Loan,48d8dba5-010c-4af3-b316-79deb914f4a0,Jay Cooper,Personal Loan,2925.75,2024-01-07,Weekly
52,129249.49,338,Home Loan,48d8dba5-010c-4af3-b316-79deb914f4a0,Jay Cooper,Credit Card,4611.7,2024-01-10,Monthly
52,129249.49,338,Home Loan,48d8dba5-010c-4af3-b316-79deb914f4a0,Jay Cooper,Savings Account,2273.99,2024-09-24,Once
68,80333.64,350,Home Loan,3002c57e-b67d-4369-87e0-e1d9d3d0052f,David Small,Savings Account,4543.54,2024-04-28,Weekly
53,120036.81,306,Home Loan,63acab42-2ccf-4923-8e1e-6034f0953385,Brian Hall,Savings Account,1278.8,2024-08-09,Once
53,120036.81,306,Home Loan,63acab42-2ccf-4923-8e1e-6034f0953385,Brian Hall,Personal Loan,3632.35,2024-11-14,Once
53,120036.81,306,Home Loan,63acab42-2ccf-4923-8e1e-6034f0953385,Brian Hall,Personal Loan,252.03,2024-03-13,Monthly
53,120036.81,306,Home Loan,63acab42-2ccf-4923-8e1e-6034f0953385,Brian Hall,Insurance,4893.63,2024-12-01,Monthly
53,120036.81,306,Home Loan,63acab42-2ccf-4923-8e1e-6034f0953385,Brian Hall,Insurance,4585.83,2024-02-10,Monthly
52,32722.46,618,Personal Loan,f07f661a-59b4-4d34-b932-1104cb6a5282,Tammy Edwards,Home Loan,1985.94,2024-05-18,Weekly
52,32722.46,618,Personal Loan,f07f661a-59b4-4d34-b932-1104cb6a5282,Tammy Edwards,Savings Account,4846.87,2024-10-04,Once
52,32722.46,618,Personal Loan,f07f661a-59b4-4d34-b932-1104cb6a5282,Tammy Edwards,Insurance,4163.65,2024-02-04,Once
38,138149.47,507,Personal Loan,33e8ecd6-9ab8-466c-ab8d-74893136799a,Mark Baxter,Credit Card,270.97,2024-11-13,Yearly
38,138149.47,507,Personal Loan,33e8ecd6-9ab8-466c-ab8d-74893136799a,Mark Baxter,Insurance,4915.26,2024-02-17,Monthly
38,138149.47,507,Personal Loan,33e8ecd6-9ab8-466c-ab8d-74893136799a,Mark Baxter,Savings Account,2317.49,2024-09-24,Yearly
38,138149.47,507,Personal Loan,33e8ecd6-9ab8-466c-ab8d-74893136799a,Mark Baxter,Credit Card,2334.72,2024-07-24,Yearly
38,138149.47,507,Personal Loan,33e8ecd6-9ab8-466c-ab8d-74893136799a,Mark Baxter,Insurance,1012.53,2024-01-01,Yearly
35,45735.77,661,Car Loan,5d251cf3-7bb2-4f6c-b11a-a6c1df15a1ab,Kimberly Clarke,Home Loan,2977.16,2024-10-26,Yearly
35,45735.77,661,Car Loan,5d251cf3-7bb2-4f6c-b11a-a6c1df15a1ab,Kimberly Clarke,Savings Account,4285.41,2024-04-22,Yearly
35,45735.77,661,Car Loan,5d251cf3-7bb2-4f6c-b11a-a6c1df15a1ab,Kimberly Clarke,Home Loan,4336.35,2024-07-03,Weekly
35,45735.77,661,Car Loan,5d251cf3-7bb2-4f6c-b11a-a6c1df15a1ab,Kimberly Clarke,Home Loan,1224.19,2024-11-13,Monthly
57,36169.46,637,No Loan,334713a3-5a91-4738-9c53-bd1cce926803,Brenda Bush,Savings Account,623.27,2024-06-19,Monthly
49,42425.18,705,Home Loan,7cd9c643-22b2-4453-a4a4-117977c26cd5,Kathy Cruz,Home Loan,2509.37,2024-01-08,Weekly
31,33097.96,559,Personal Loan,a6e3ec43-a7c7-4bfe-8ac5-6cf30699fdd1,Elizabeth Cummings,Credit Card,1764.45,2024-01-01,Weekly
31,33097.96,559,Personal Loan,a6e3ec43-a7c7-4bfe-8ac5-6cf30699fdd1,Elizabeth Cummings,Savings Account,3358.03,2024-05-04,Yearly
66,42889.43,572,No Loan,979959b6-d0d0-47cc-8742-8b40851e8ba3,Shelly Serrano,Personal Loan,166.78,2024-05-11,Weekly
66,42889.43,572,No Loan,979959b6-d0d0-47cc-8742-8b40851e8ba3,Shelly Serrano,Home Loan,1634.17,2024-04-25,Weekly
66,42889.43,572,No Loan,979959b6-d0d0-47cc-8742-8b40851e8ba3,Shelly Serrano,Credit Card,2100.73,2024-10-20,Yearly
66,42889.43,572,No Loan,979959b6-d0d0-47cc-8742-8b40851e8ba3,Shelly Serrano,Savings Account,3092.57,2024-03-19,Once
66,42889.43,572,No Loan,979959b6-d0d0-47cc-8742-8b40851e8ba3,Shelly Serrano,Home Loan,439.67,2024-06-10,Weekly
50,147855.27,324,Home Loan,21137785-e536-49bd-af79-4fb08c72de39,John Nelson,Insurance,3457.54,2024-03-17,Yearly
50,147855.27,324,Home Loan,21137785-e536-49bd-af79-4fb08c72de39,John Nelson,Credit Card,4063.49,2024-11-19,Weekly
50,147855.27,324,Home Loan,21137785-e536-49bd-af79-4fb08c72de39,John Nelson,Insurance,3451.16,2024-03-14,Monthly
50,147855.27,324,Home Loan,21137785-e536-49bd-af79-4fb08c72de39,John Nelson,Savings Account,2308.67,2024-02-16,Yearly
50,147855.27,324,Home Loan,21137785-e536-49bd-af79-4fb08c72de39,John Nelson,Credit Card,3052.13,2024-02-10,Once
69,21913.34,460,Student Loan,6527cf9f-8bef-4922-ab76-fbcd9e5418ad,Alice Ramirez,Insurance,1262.41,2024-04-30,Yearly
48,71193.3,302,No Loan,19496771-8628-45e7-9967-ccbf31af7896,William Novak,Credit Card,4835.04,2024-09-16,Monthly
48,71193.3,302,No Loan,19496771-8628-45e7-9967-ccbf31af7896,William Novak,Home Loan,434.84,2024-09-29,Weekly
48,71193.3,302,No Loan,19496771-8628-45e7-9967-ccbf31af7896,William Novak,Home Loan,4574.03,2024-10-30,Monthly
44,140809.05,751,No Loan,2c8ac2db-f7ad-4b5c-951d-5f11fd50c548,Matthew Sanchez,Home Loan,4903.87,2024-02-17,Weekly
26,147478,836,Student Loan,c1c8b710-9322-4168-b359-059f3b700435,Donna Huang,Personal Loan,1783.56,2024-10-07,Yearly
68,64205.3,472,Personal Loan,fcb2ae4b-92b5-4b05-a828-1b64f7dccfe3,Taylor Reilly,Insurance,2331.66,2024-04-24,Monthly
68,64205.3,472,Personal Loan,fcb2ae4b-92b5-4b05-a828-1b64f7dccfe3,Taylor Reilly,Savings Account,2117.44,2024-01-14,Yearly
68,64205.3,472,Personal Loan,fcb2ae4b-92b5-4b05-a828-1b64f7dccfe3,Taylor Reilly,Home Loan,3602.87,2024-07-01,Monthly
68,64205.3,472,Personal Loan,fcb2ae4b-92b5-4b05-a828-1b64f7dccfe3,Taylor Reilly,Home Loan,3896.98,2024-06-29,Monthly
68,64205.3,472,Personal Loan,fcb2ae4b-92b5-4b05-a828-1b64f7dccfe3,Taylor Reilly,Home Loan,4424.11,2024-11-10,Monthly
38,76914.65,373,Personal Loan,6f864011-b2a1-4d25-b9a8-36565b3c3052,Trevor Fleming,Savings Account,1578.3,2024-02-26,Weekly
38,76914.65,373,Personal Loan,6f864011-b2a1-4d25-b9a8-36565b3c3052,Trevor Fleming,Personal Loan,1255.72,2024-06-03,Monthly
38,76914.65,373,Personal Loan,6f864011-b2a1-4d25-b9a8-36565b3c3052,Trevor Fleming,Home Loan,3751.02,2024-10-12,Once
62,131684.92,595,Car Loan,66ea72cf-6278-42fb-9e18-0f60ad9db635,Shawn Gibson,Insurance,3081.5,2024-09-23,Monthly
62,131684.92,595,Car Loan,66ea72cf-6278-42fb-9e18-0f60ad9db635,Shawn Gibson,Home Loan,425.18,2024-11-13,Monthly
62,83930.45,839,Student Loan,718ba86d-c7c1-45d0-866f-dee837822b0f,Theresa Carney,Savings Account,599.09,2024-04-04,Monthly
62,83930.45,839,Student Loan,718ba86d-c7c1-45d0-866f-dee837822b0f,Theresa Carney,Insurance,3131.48,2024-06-08,Monthly
62,83930.45,839,Student Loan,718ba86d-c7c1-45d0-866f-dee837822b0f,Theresa Carney,Savings Account,816.9,2024-07-18,Weekly
62,83930.45,839,Student Loan,718ba86d-c7c1-45d0-866f-dee837822b0f,Theresa Carney,Insurance,4308.11,2024-03-21,Weekly
18,65680.58,425,Student Loan,dfa002aa-f4f8-4025-ad82-5dcedc7b3877,David Thomas,Personal Loan,4590.04,2024-07-26,Weekly
18,65680.58,425,Student Loan,dfa002aa-f4f8-4025-ad82-5dcedc7b3877,David Thomas,Insurance,4519.01,2024-04-29,Monthly
18,65680.58,425,Student Loan,dfa002aa-f4f8-4025-ad82-5dcedc7b3877,David Thomas,Insurance,4788.93,2024-02-01,Once
18,65680.58,425,Student Loan,dfa002aa-f4f8-4025-ad82-5dcedc7b3877,David Thomas,Personal Loan,2848.32,2024-02-03,Once
18,65680.58,425,Student Loan,dfa002aa-f4f8-4025-ad82-5dcedc7b3877,David Thomas,Personal Loan,2900.02,2024-05-02,Once
33,112738.71,663,Car Loan,5c6e9c41-a865-4cbd-b974-12f526e7e0d7,Maria Baker,Home Loan,2062.13,2024-06-05,Weekly
33,112738.71,663,Car Loan,5c6e9c41-a865-4cbd-b974-12f526e7e0d7,Maria Baker,Personal Loan,2867.81,2024-08-28,Once
33,112738.71,663,Car Loan,5c6e9c41-a865-4cbd-b974-12f526e7e0d7,Maria Baker,Savings Account,4749.28,2024-01-10,Monthly
33,112738.71,663,Car Loan,5c6e9c41-a865-4cbd-b974-12f526e7e0d7,Maria Baker,Insurance,633.47,2024-10-14,Weekly
33,112738.71,663,Car Loan,5c6e9c41-a865-4cbd-b974-12f526e7e0d7,Maria Baker,Insurance,703.13,2024-08-30,Monthly
25,65709.92,302,No Loan,a45d407c-30d8-491f-8a16-82f950807936,Lynn Cordova,Home Loan,2806.48,2024-04-14,Once
25,65709.92,302,No Loan,a45d407c-30d8-491f-8a16-82f950807936,Lynn Cordova,Savings Account,1180.26,2024-09-09,Weekly
25,65709.92,302,No Loan,a45d407c-30d8-491f-8a16-82f950807936,Lynn Cordova,Savings Account,3974.29,2024-05-06,Once
64,82494.62,510,Personal Loan,6b427d99-e0fd-4c31-976c-8b5b0c358c72,Andrea Romero,Credit Card,1727.21,2024-08-13,Monthly
64,82494.62,510,Personal Loan,6b427d99-e0fd-4c31-976c-8b5b0c358c72,Andrea Romero,Home Loan,4125.18,2024-11-13,Monthly
64,82494.62,510,Personal Loan,6b427d99-e0fd-4c31-976c-8b5b0c358c72,Andrea Romero,Personal Loan,449.77,2024-05-19,Monthly
24,65531.04,629,Personal Loan,e3890272-a048-448d-b4e9-efc4a4aa7da0,Rebecca Miller,Insurance,3636.53,2024-08-20,Yearly
24,65531.04,629,Personal Loan,e3890272-a048-448d-b4e9-efc4a4aa7da0,Rebecca Miller,Credit Card,1555.35,2024-04-06,Once
24,65531.04,629,Personal Loan,e3890272-a048-448d-b4e9-efc4a4aa7da0,Rebecca Miller,Personal Loan,3903.68,2024-09-17,Monthly
24,65531.04,629,Personal Loan,e3890272-a048-448d-b4e9-efc4a4aa7da0,Rebecca Miller,Savings Account,1291.49,2024-02-20,Once
60,146198.11,570,No Loan,fc867a5b-8358-4e06-8350-6f4b720ad50e,Cory Baker,Home Loan,4553.05,2024-02-14,Weekly
60,146198.11,570,No Loan,fc867a5b-8358-4e06-8350-6f4b720ad50e,Cory Baker,Savings Account,484.05,2024-09-14,Once
60,146198.11,570,No Loan,fc867a5b-8358-4e06-8350-6f4b720ad50e,Cory Baker,Personal Loan,4268.48,2024-02-23,Monthly
60,146198.11,570,No Loan,fc867a5b-8358-4e06-8350-6f4b720ad50e,Cory Baker,Insurance,1153,2024-05-18,Weekly
60,146198.11,570,No Loan,fc867a5b-8358-4e06-8350-6f4b720ad50e,Cory Baker,Credit Card,4236.55,2024-06-15,Monthly
68,71039.77,492,Home Loan,b5e09fbb-4c32-480c-af54-f1e517b0f828,Robert Smith,Savings Account,818.83,2024-01-16,Yearly
68,71039.77,492,Home Loan,b5e09fbb-4c32-480c-af54-f1e517b0f828,Robert Smith,Insurance,1328.7,2024-05-17,Once
26,81300.79,654,Personal Loan,f707a7ed-adde-4640-95d1-eacfb2c57fa6,Chloe Snyder,Insurance,1518.65,2024-01-18,Monthly
26,81300.79,654,Personal Loan,f707a7ed-adde-4640-95d1-eacfb2c57fa6,Chloe Snyder,Credit Card,1789.39,2024-01-18,Monthly
26,81300.79,654,Personal Loan,f707a7ed-adde-4640-95d1-eacfb2c57fa6,Chloe Snyder,Insurance,1641.49,2024-06-16,Yearly
26,81300.79,654,Personal Loan,f707a7ed-adde-4640-95d1-eacfb2c57fa6,Chloe Snyder,Credit Card,607.37,2024-05-07,Yearly
26,81300.79,654,Personal Loan,f707a7ed-adde-4640-95d1-eacfb2c57fa6,Chloe Snyder,Insurance,1892.52,2024-01-24,Weekly
52,26286.27,672,No Loan,2f65ce34-b50a-4aa7-ae4c-1c7fb75ec829,Jeremiah Taylor,Personal Loan,4146.95,2024-04-15,Weekly
52,26286.27,672,No Loan,2f65ce34-b50a-4aa7-ae4c-1c7fb75ec829,Jeremiah Taylor,Personal Loan,2080.84,2024-07-19,Once
52,26286.27,672,No Loan,2f65ce34-b50a-4aa7-ae4c-1c7fb75ec829,Jeremiah Taylor,Personal Loan,666.02,2024-09-01,Weekly
52,26286.27,672,No Loan,2f65ce34-b50a-4aa7-ae4c-1c7fb75ec829,Jeremiah Taylor,Insurance,4357.15,2024-01-24,Yearly
40,50179.53,650,Student Loan,66c45527-51ed-459c-8178-ab53041e32b1,Courtney Snyder,Personal Loan,4142.17,2024-06-15,Weekly
63,130666.21,465,Personal Loan,c3ed04e0-c05e-42ee-9205-ad1487c9a5a8,Edward Dawson,Personal Loan,2691.44,2024-05-05,Monthly
63,130666.21,465,Personal Loan,c3ed04e0-c05e-42ee-9205-ad1487c9a5a8,Edward Dawson,Home Loan,3312.64,2024-03-06,Yearly
22,106169.28,371,Car Loan,5e34c7b6-0156-4268-abe8-5c5583470025,Tina Kelly,Savings Account,2562.34,2024-07-08,Monthly
48,25570.38,475,Student Loan,bf38c66a-ed84-43e0-a9a1-ce15c4f0c486,Alexander Gutierrez,Home Loan,156.7,2024-06-23,Once
48,25570.38,475,Student Loan,bf38c66a-ed84-43e0-a9a1-ce15c4f0c486,Alexander Gutierrez,Credit Card,2289.47,2024-05-13,Monthly
48,25570.38,475,Student Loan,bf38c66a-ed84-43e0-a9a1-ce15c4f0c486,Alexander Gutierrez,Insurance,3511.5,2024-09-20,Once
48,25570.38,475,Student Loan,bf38c66a-ed84-43e0-a9a1-ce15c4f0c486,Alexander Gutierrez,Savings Account,689.7,2024-05-10,Once
55,63140.03,681,Home Loan,e8512dff-7e2d-4306-898c-900f5f18ed70,Kyle Coffey,Personal Loan,4987.49,2024-05-07,Monthly
31,31374,323,Home Loan,67f102ed-df94-441d-8db5-9e8e7404a9e6,Jose Moss,Personal Loan,4216.02,2024-05-14,Yearly
28,47384.68,818,Home Loan,6123af2a-029f-47e4-a1a6-f3458d216217,Raymond Pruitt,Credit Card,3582.35,2024-03-02,Once
28,47384.68,818,Home Loan,6123af2a-029f-47e4-a1a6-f3458d216217,Raymond Pruitt,Insurance,223.27,2024-11-07,Monthly
28,47384.68,818,Home Loan,6123af2a-029f-47e4-a1a6-f3458d216217,Raymond Pruitt,Home Loan,4108.96,2024-03-10,Yearly
28,47384.68,818,Home Loan,6123af2a-029f-47e4-a1a6-f3458d216217,Raymond Pruitt,Home Loan,2022.39,2024-06-15,Monthly
31,74815.56,770,Student Loan,4c175aa3-89ea-4cd0-b8d9-550ef4df9b7d,Lisa Adams,Home Loan,2393.57,2024-10-06,Once
31,74815.56,770,Student Loan,4c175aa3-89ea-4cd0-b8d9-550ef4df9b7d,Lisa Adams,Insurance,574.52,2024-09-12,Yearly
42,68944.61,368,Home Loan,1a7a0d68-5149-4cd0-a158-f06f6b89382a,Jill Henderson,Personal Loan,3914.29,2024-01-27,Weekly
20,140417.43,733,No Loan,112b9a05-dea4-42a5-8853-a7166a1653e0,Mark Gonzalez,Insurance,1270.89,2024-09-02,Yearly
21,29625.78,349,Car Loan,d2868913-bbaf-4a5f-9b5b-3d95d42709d0,Robert Jenkins,Insurance,3917.73,2024-03-27,Weekly
21,29625.78,349,Car Loan,d2868913-bbaf-4a5f-9b5b-3d95d42709d0,Robert Jenkins,Home Loan,4722.94,2024-11-01,Yearly
21,29625.78,349,Car Loan,d2868913-bbaf-4a5f-9b5b-3d95d42709d0,Robert Jenkins,Insurance,1383.64,2024-06-07,Weekly
21,29625.78,349,Car Loan,d2868913-bbaf-4a5f-9b5b-3d95d42709d0,Robert Jenkins,Savings Account,3272.62,2024-08-23,Weekly
52,140783.41,578,Car Loan,72944e06-0a73-4353-ab7e-71dc01f0ccb6,Karen Robinson,Credit Card,165.97,2024-08-19,Yearly
52,140783.41,578,Car Loan,72944e06-0a73-4353-ab7e-71dc01f0ccb6,Karen Robinson,Insurance,2018.48,2024-05-30,Weekly
52,140783.41,578,Car Loan,72944e06-0a73-4353-ab7e-71dc01f0ccb6,Karen Robinson,Home Loan,1792.11,2024-04-20,Weekly
52,140783.41,578,Car Loan,72944e06-0a73-4353-ab7e-71dc01f0ccb6,Karen Robinson,Credit Card,2682.71,2024-10-19,Once
21,122132.44,535,Home Loan,c6aa266e-09cb-41f5-8a35-eca26f57f9ef,Jose Mitchell,Insurance,2079.75,2024-08-28,Weekly
21,122132.44,535,Home Loan,c6aa266e-09cb-41f5-8a35-eca26f57f9ef,Jose Mitchell,Personal Loan,955.18,2024-01-31,Once
21,122132.44,535,Home Loan,c6aa266e-09cb-41f5-8a35-eca26f57f9ef,Jose Mitchell,Savings Account,3142.35,2024-11-10,Once
21,122132.44,535,Home Loan,c6aa266e-09cb-41f5-8a35-eca26f57f9ef,Jose Mitchell,Home Loan,1074.97,2024-02-19,Once
21,122132.44,535,Home Loan,c6aa266e-09cb-41f5-8a35-eca26f57f9ef,Jose Mitchell,Home Loan,1708.99,2024-10-11,Monthly
55,140702.58,585,Personal Loan,08dc4e26-b2aa-4b93-8063-e403283e9c12,Shari Clark,Credit Card,3086.84,2024-04-29,Weekly
53,38341.52,403,Personal Loan,de232090-6df7-4983-ba0b-a23f6d7cadcd,William Brown,Home Loan,170.17,2024-02-01,Monthly
53,38341.52,403,Personal Loan,de232090-6df7-4983-ba0b-a23f6d7cadcd,William Brown,Savings Account,3232.31,2024-05-27,Monthly
